epoch,train_azimuth,train_distance,train_height,train_side,train_side_focal,train_side_kl,train_total,val_azimuth,val_azimuth_circular_mae_deg,val_distance,val_distance_mae,val_height,val_height_mae,val_side,val_side_accuracy,val_side_focal,val_side_kl,val_total
1,1.0881212055683136,15.048236846923828,15.061752796173096,0.9193221032619476,0.9190995097160339,0.0004451572895050049,35.96352195739746,0.19810059666633606,36.68572998046875,20.042724609375,20.042724609375,20.054603576660156,20.054603576660156,0.938215434551239,0.0,0.9380131363868713,0.00040456652641296387,44.24639129638672
