epoch,train_azimuth,train_azimuth_cls,train_distance,train_height,train_side,train_side_focal,train_side_kl,train_side_prior_mix,train_total,val_azimuth,val_azimuth_circular_mae_deg,val_azimuth_class_acc,val_azimuth_cls,val_distance,val_distance_mae,val_height,val_height_mae,val_side,val_side_accuracy,val_side_focal,val_side_kl,val_side_prior_mix,val_total
11,0.054096733563040435,0.8254707694837922,2.58417098694726,2.977029555722287,0.898568001624785,0.8984815231279323,0.00017295444482251217,0.2701891311689427,10.089136782445406,0.0073019896633923055,5.180460023880005,0.9921875,0.5623103938996792,1.9960499361157418,1.9960499361157418,3.347843515872955,3.347843515872955,0.8983308434486389,0.228125,0.8982073768973351,0.0002469435334205627,0.2704131305217743,9.514131247997284
12,0.055413887345869293,0.8243379243894627,2.515233129262924,2.6876983838646034,0.8997100419119785,0.8996068599976992,0.0002063661813735962,0.27053322466580493,9.736937347211336,0.005442940536886454,4.336949324607849,0.9921875,0.5322778292000294,1.9862868145108223,1.9862868145108223,2.6318076223134996,2.6318076223134996,0.898167522251606,0.253125,0.8980384394526482,0.0002581752836704254,0.2707105576992035,8.75392814874649
13,0.05625223640450522,0.819200310660036,2.478584971082838,2.536093888314147,0.9006455470072595,0.9005602104099173,0.0001706741750240326,0.27085262791890846,9.548965874471163,0.006025966722518206,4.871544408798218,0.9875,0.5350447669625282,1.5315004497766496,1.5315004497766496,2.2617490708827974,2.2617490708827974,0.8984433948993683,0.26875,0.8982396587729454,0.00040747523307800294,0.2709510922431946,7.934119832515717
14,0.07100130492625267,0.8804704464579883,2.466690007793276,2.5410187550281225,0.899854799634532,0.899775853282527,0.00015789054726299487,0.2710380124810495,9.629601039384541,0.006892318557947874,5.0027028799057005,0.9921875,0.5371081851422786,1.6214932903647423,1.6214932903647423,2.260577616095543,2.260577616095543,0.8981281489133834,0.2375,0.8979283407330513,0.0003996133804321289,0.27112045884132385,8.02547628879547
15,0.053509428361920935,0.7924253211209649,2.317323417255753,2.3803284136872542,0.8953261704821336,0.895244968172751,0.00016240442269726803,0.2712528689911491,9.17840071728355,0.005098854750394821,4.36061725616455,0.99375,0.5095741480588913,1.4140869572758674,1.4140869572758674,2.220350909233093,2.220350909233093,0.8976701736450196,0.246875,0.8974644303321838,0.00041148364543914796,0.271451860666275,7.7448904633522035
16,0.04864920754181711,0.7609243961541277,2.3785338307681836,2.4056721945342265,0.8967844051750082,0.8966829282672781,0.0002029512665773693,0.27162439650610876,9.229566476846996,0.004619968961924315,3.981079912185669,0.9921875,0.49632404670119284,1.3438150852918624,1.3438150852918624,2.174065615236759,2.174065615236759,0.8972509652376175,0.2609375,0.8970656350255013,0.0003706604242324829,0.2717130482196808,7.612448513507843
17,0.04694189991507875,0.7688007484141149,2.3257163017988205,2.3139340744206778,0.8972428778284475,0.8971677395073991,0.00015027526962129692,0.2718767562979146,9.091306404063577,0.005132698453962803,4.277752113342285,0.99375,0.4923317529261112,1.6484384462237358,1.6484384462237358,2.5319337248802185,2.5319337248802185,0.897328095138073,0.2515625,0.8970977008342743,0.0004607886075973511,0.2720239758491516,8.272281754016877
18,0.03976338947387902,0.7188291616345707,2.305682534449979,2.3511965329709805,0.8989187184917299,0.8988386067120653,0.00016022944136669763,0.27210907069476026,9.050909911331377,0.0057877878658473495,4.685662317276001,0.99375,0.489348965883255,1.2865072950720786,1.2865072950720786,2.201256701350212,2.201256701350212,0.8972524926066399,0.2546875,0.8969967782497406,0.0005114302039146423,0.2722124457359314,7.577698493003846
19,0.04379951431857128,0.7282139262870738,2.3292574702124846,2.257921103584139,0.8973287477305061,0.8972591867572383,0.00013912429935053776,0.27231547608971596,8.992306524201444,0.004441640339791775,4.154813694953918,0.9984375,0.46648253574967385,1.2885605096817017,1.2885605096817017,2.0797688499093057,2.0797688499093057,0.8971642822027206,0.2625,0.8968909949064254,0.0005465783178806305,0.2724609076976776,7.432352364063263
20,0.042660044016022435,0.711283224977945,2.311108185272468,2.237602739349792,0.8975805981378806,0.8975051817925352,0.00015083053394367822,0.2725065360335927,8.935636649006291,0.0037487936206161976,3.6278270721435546,0.9984375,0.46327319741249084,1.2699658632278443,1.2699658632278443,2.0477876871824265,2.0477876871824265,0.8970583528280258,0.25,0.8968418449163437,0.00043301507830619814,0.2725793421268463,7.3767576813697815
21,0.04047956908317773,0.7010742206322519,2.2677122989767478,2.24656715596977,0.8950135649034852,0.894950060467971,0.00012700867496038737,0.2726687118411064,8.876367110955087,0.0040943103842437266,3.706750988960266,0.99375,0.457846087962389,1.2008133128285408,1.2008133128285408,2.127187170088291,2.127187170088291,0.8968587622046471,0.259375,0.8966854989528656,0.00034652650356292725,0.27277401089668274,7.381470167636872
22,0.045138994403379526,0.7229591533541679,2.265630996540973,2.1727506494835804,0.8970099315047264,0.8969432907669168,0.00013328010314389278,0.2728617840299481,8.83965852386073,0.0030897246673703195,3.228639268875122,0.996875,0.45212230607867243,1.1441577062010766,1.1441577062010766,2.13394758105278,2.13394758105278,0.8966906100511551,0.271875,0.8965252548456192,0.00033071190118789674,0.27294981479644775,7.323169410228729
23,0.039866553987131306,0.6948662055166144,2.251801174330084,2.2120382487773895,0.8962397289119268,0.8961815885023067,0.00011628062317245884,0.2730172762745305,8.823397670921526,0.003442288935184479,3.3424580574035643,0.9921875,0.4503919020295143,1.1207717277109623,1.1207717277109623,2.0479028910398482,2.0479028910398482,0.8966664865612983,0.26875,0.8964876607060432,0.00035765543580055235,0.27310243248939514,7.212617015838623
24,0.04210969244473075,0.6974008838204961,2.237749017382923,2.174933071983488,0.8950197700607149,0.8949670277928051,0.00010548100659721776,0.2731855343046941,8.77438141170301,0.003250959049910307,3.3309977769851686,1.0,0.4473644882440567,1.139496673643589,1.139496673643589,2.088952326774597,2.088952326774597,0.8966798827052116,0.259375,0.8964934185147285,0.0003729291260242462,0.2732682228088379,7.269034945964814
25,0.037955321714674174,0.6794423735455463,2.1920092897979835,2.1730667015439584,0.8972550959963548,0.897199921309948,0.00011035309810387461,0.27331073425318064,8.709449366519326,0.003753138706088066,3.5367474794387816,0.99375,0.4489530071616173,1.2336340516805648,1.2336340516805648,2.004268392920494,2.004268392920494,0.896555669605732,0.2578125,0.8963791042566299,0.0003531314432621002,0.2733859419822693,7.2805844187736515
26,0.042329593242979364,0.706708522023339,2.144657000115043,2.164199442063507,0.899036852152724,0.8989863027083246,0.00010110261408906234,0.27342681665169566,8.696371564739628,0.0033297247253358366,3.5208151817321776,0.9984375,0.4394425950944424,1.15318733304739,1.15318733304739,2.105669179558754,2.105669179558754,0.896558652818203,0.2671875,0.8963912963867188,0.0003347069025039673,0.27345868945121765,7.291193187236786
27,0.040275141523268665,0.682278868987372,2.22542325838616,2.2275567948818207,0.8951208544404883,0.89506218464751,0.00011734605619781895,0.27351636106246396,8.796292628112592,0.0027789910323917865,3.0424169063568116,0.9984375,0.4359346225857735,1.073286235332489,1.073286235332489,2.0343037977814675,2.0343037977814675,0.8964989617466926,0.25625,0.8963295802474022,0.0003387689590454102,0.27357348799705505,7.13507844209671
28,0.04014599923730681,0.6853249437714878,2.161504308644094,2.1595392501667927,0.8972182156224,0.8971614900388216,0.00011344665759488155,0.2736149310673538,8.67553335428238,0.003144219424575567,3.2422373056411744,0.9953125,0.4379597961902618,1.0935372695326806,1.0935372695326806,1.9828377112746238,1.9828377112746238,0.8964479699730873,0.246875,0.8962753012776374,0.0003453433513641357,0.2736431658267975,7.106415045261383
29,0.03886093701677103,0.6747036395888579,2.1464248370183143,2.1928229253543052,0.8981425279849454,0.8980871909543088,0.00011066935564342298,0.2736867297636835,8.684243402983013,0.0030518149957060813,3.1617620944976808,0.9953125,0.43681842014193534,1.0877907402813434,1.0877907402813434,2.0041320845484734,2.0041320845484734,0.8964118629693985,0.24375,0.8962226063013077,0.00037851408123970034,0.27371644973754883,7.120492362976075
30,0.03870727719837114,0.6687900745554974,2.1079885543961274,2.2107729943175065,0.8963754396689566,0.8963155319031916,0.00011981004162838584,0.2737439710058664,8.650467872619629,0.002793448884040117,2.9826784133911133,0.9953125,0.4321013927459717,1.0560574948787689,1.0560574948787689,1.9715765208005904,1.9715765208005904,0.8964767336845398,0.2515625,0.8962929114699364,0.0003676384687423706,0.27378591895103455,7.051229226589203
