epoch,train_azimuth,train_distance,train_height,train_s_azimuth,train_s_distance,train_s_height,train_s_side,train_side,train_total,val_azimuth,val_azimuth_circular_mae_deg,val_distance,val_distance_mae,val_height,val_height_mae,val_s_azimuth,val_s_distance,val_s_height,val_s_side,val_side,val_side_accuracy,val_total
1,1.4265429377555847,15.037568092346191,15.074789047241211,0.00014999999257270247,0.0001500000071246177,0.00014999997802078724,0.0001500000071246177,1.3731172680854797,32.906222343444824,5.960464477539063e-08,0.02347564697265625,20.04208755493164,20.04208755493164,20.065486907958984,20.065486907958984,0.0005419955705292523,0.0005879696109332144,0.0005879359669052064,0.00060038868105039,1.3718180656433105,0.0,41.457313537597656
