epoch,train_azimuth,train_distance,train_height,train_s_azimuth,train_s_distance,train_s_height,train_s_side,train_side,train_total,val_azimuth,val_azimuth_circular_mae_deg,val_distance,val_distance_mae,val_height,val_height_mae,val_s_azimuth,val_s_distance,val_s_height,val_s_side,val_side,val_side_accuracy,val_total
1,0.9304215957721075,12.916428248087565,9.668378512064615,0.0001502548693679273,0.0002988370736905684,0.0002999275457113981,0.0002988335812309136,1.4115159114201863,24.920852661132812,1.9337884187698364,159.0333251953125,19.87130355834961,19.87130355834961,19.875937461853027,19.875937461853027,0.0001147162402048707,0.0008921400876715779,0.0008992379298433661,0.0008934093057177961,1.3301360607147217,1.0,42.97697067260742
