epoch,train_azimuth,train_distance,train_height,train_s_azimuth,train_s_distance,train_s_height,train_s_side,train_side,train_total,val_azimuth,val_azimuth_circular_mae_deg,val_distance,val_distance_mae,val_height,val_height_mae,val_s_azimuth,val_s_distance,val_s_height,val_s_side,val_side,val_side_accuracy,val_total
1,0.9631741344928741,13.430996894836426,10.995363235473633,-0.00014999997802078724,0.00014999997802078724,0.0001500000071246177,0.00014999997802078724,1.4662160873413086,26.852391242980957,2.384185791015625e-07,0.039859771728515625,19.908889770507812,19.908889770507812,19.894176483154297,19.894176483154297,-0.00033503177110105753,0.0006001826841384172,0.000595069257542491,0.0005946405581198633,1.30436110496521,1.0,41.084327697753906
