epoch,train_azimuth,train_azimuth_cls,train_distance,train_height,train_side,train_side_focal,train_side_kl,train_side_prior_mix,train_total,val_azimuth,val_azimuth_circular_mae_deg,val_azimuth_class_acc,val_azimuth_cls,val_distance,val_distance_mae,val_height,val_height_mae,val_side,val_side_accuracy,val_side_focal,val_side_kl,val_side_prior_mix,val_total
1,0.6854594796895981,2.088928461074829,15.041830062866211,17.567668914794922,0.9006862342357635,0.8998209536075592,0.0017305165529251099,0.2689119428396225,39.67209053039551,0.4546767473220825,56.95213317871094,0.0,2.089462995529175,20.04167938232422,20.04167938232422,20.054929733276367,20.054929733276367,0.9055917859077454,0.0,0.9042955636978149,0.002592414617538452,0.26890599727630615,46.717796325683594
