epoch,train_azimuth,train_distance,train_height,train_side,train_side_ce,train_side_kl,train_total,val_azimuth,val_azimuth_circular_mae_deg,val_distance,val_distance_mae,val_height,val_height_mae,val_side,val_side_accuracy,val_side_ce,val_side_kl,val_total
1,0.45781340450048447,14.522900199890136,14.249950122833251,1.4141799926757812,1.3940672636032105,0.020112718641757964,34.88738355636597,0.38847988843917847,52.29525375366211,19.722103118896484,19.722103118896484,14.869371032714843,14.869371032714843,1.4073293685913086,0.25,1.3969002485275268,0.010429131984710693,40.60927124023438
2,0.1350512646138668,13.716030073165893,14.068003273010254,1.3857958436012268,1.3800276279449464,0.005768227577209473,33.46226816177368,0.04584499746561051,16.648095703125,18.628755569458008,18.628755569458008,13.999776840209961,13.999776840209961,1.4078076839447022,0.25,1.3986653327941894,0.00914233922958374,38.30560836791992
3,0.09932590574026108,13.189464616775513,13.65450382232666,1.3979220509529113,1.3933202028274536,0.004601837694644928,32.53498277664185,0.1542559817433357,31.04643020629883,18.18121795654297,18.18121795654297,13.657114791870118,13.657114791870118,1.40377836227417,0.25,1.397191834449768,0.0065865159034729,37.6077018737793
